search_name,name,description,Vendor,category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,image,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Kosovo,Price / Kosovo,Compare At Price / Kosovo,Included / Albania,Price / Albania,Compare At Price / Albania,Included / International,Price / International,Compare At Price / International,Included / North Macedonia,Price / North Macedonia,Compare At Price / North Macedonia,Status
peshore-kuzhine-sencor-sks-4001wh-e-bardhe,"Peshore kuzhine Sencor SKS 4001WH, e bardhë","<p>Kjo peshore është ideale për ju. Posedon një tas plastik praktik të lëvizshëm dhe ekran të madh LCD. Posedon butona të cilt lehtësojnë përdorimin. Mund të peshoni deri në 5 kg dhe kjo peshore zbritë peshën e tasit plastik. Mund të zgjidhni njësitë matëse nga g/ml/oz. Po ashtu fiket automatikisht. <br>
Specifikat:<br>
Volumi i tasit: 2000ml<br>
Dimensionet pa tas: 168 x 226 x 40 mm<br>
Dimensionet me tas: 266 x 244 x 100 mm</p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,7,deny,manual,15.1,20.5,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1697276.jpg?v=1709127822,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
peshore-e-mencur-sencor-sks-7074rd-bluetooth-roze,"Peshore e mençur Sencor SKS 7074RD Bluetooth, rozë","<p>Peshore inteligjente e kuzhinës me Bluetooth</p>

<ul>
	<li>Aplikacioni origjinal Sencor FOOD i krijuar në bashkëpunim me krijuesit e aplikacionit Calorie Table me një bazë të dhënash të pasur ushqimore</li>
	<li>Ofron detaje ushqyese për marrjen e kërkuar të ushqimit (karbohidrate, proteina, yndyrna, kolesterol, fibra...)</li>
	<li>Ekran LCD me ndriçim të bardhë me 2 cm në numra</li>
	<li>Kapaciteti peshues deri në 5 kg / 11 lb (rezolucion 1 g / 0,1 oz)</li>
</ul>

<p>Peshorja inteligjente e kuzhinës ju ndihmon të mbani një pasqyrë të përsosur të marrjes së kalorive dhe përbërësve individualë ushqyes. Ai është i lidhur me bazën e të dhënave më të mirë të disponueshme të ushqimeve, pasi aplikacioni i kontrollit Sencor FOOD është përgatitur në bashkëpunim me autorët e aplikacionit të njohur të Tabela kalorive.<br>
Lidhja Bluetooth e peshores me telefonin është krejtësisht e shpejtë, intuitive dhe e lehtë. Praktikisht menjëherë në ekranin e telefonit inteligjent (dhe nuk ka rëndësi nëse preferoni një pajisje Android apo iOS) do të shihni peshën e peshuar, atëherë gjithçka që duhet të bëni është të shkruani atë që peshoni aktualisht dhe do ta dini menjëherë sa sheqer, yndyrë, energji që përmban ushqimi i dhënë...<br>
Funksioni i zgjuar kombinohet me dizajnin perfekt<br>
Kjo peshore është pjesë e gamës premium metalike të Sencor të mjeteve ndihmëse të kuzhinës. Eshte ne 9 ngjyra dhe do te jete nje dekorim i çdo kuzhine. Ekrani rrethor i ndriçuar me shifra të mëdha të bardha është krejtësisht i lexueshëm dhe i qartë, në fund të fundit, lartësia e një shifre është 2 cm.</p>

<p><strong>Aplikacioni Sencor FOOD</strong><br>
<br>
Peshorja është e pajisur me teknologjinë Bluetooth wireless, e cila, së bashku me aplikacionin falas Sencor FOOD të instaluar në pajisjen tuaj inteligjente, ofron akses të drejtpërdrejtë në një bazë të dhënash të pasur dhe të përditësuar rregullisht të ushqimeve dhe vlerave të tyre ushqyese.<br>
Aplikacioni Sencor FOOD u zhvillua në bashkëpunim me krijuesit e aplikacionit Calorie Charts / Dine4Fit dhe është menduar për telefonat inteligjentë me sistemin operativ iOS (versioni 13 dhe më i lartë) ose Android (versioni 5 dhe më i lartë). Telefoni duhet të jetë i lidhur me internetin për të përdorur aplikacionin.<br>
Peshore lidhet automatikisht me telefonin pas nisjes së aplikacionit. Për ta çiftuar, mjafton që funksioni Bluetooth të jetë i aktivizuar në pajisjen inteligjente. Nëse aplikacioni nuk mund ta gjejë shkallën, do t'ju kërkojë në mënyrë aktive të provoni të rilidhni peshoren.<br>
Shënim: Peshorja mund të lidhet vetëm me një pajisje celulare në të njëjtën kohë. Nëse keni probleme me çiftimin, sigurohuni që nuk ka asnjë pajisje tjetër brenda rrezes që është aktualisht e lidhur në mënyrë aktive me peshoren.</p>

<p><strong>Aplikacioni ofron dy mënyra peshimi:</strong><br>
<br>
Modaliteti ""Në peshore"" - shfaq peshën e artikullit të peshuar aktualisht. Pasi t'i tregoni peshores se cilin ushqim po peshoni duke përdorur fushën ""Kërkimi për ushqim"", ajo do t'ju tregojë vlerat ushqyese të ushqimit në lidhje me peshën aktuale të peshuar.<br>
Modaliteti ""Lista"" - ju lejon të zbuloni vlerën totale ushqyese të disa ushqimeve. Kjo mënyrë është e dobishme, për shembull, kur përgatitni një pjatë sipas një recete. Shtoni gradualisht ushqimet në peshore, përdorni fushën ""Kërko ushqimin"" për të vendosur se për cilin ushqim bëhet fjalë. Në momentin që keni përcaktuar peshën dhe llojin e ushqimit, përdorni butonin ""+ Shto ushqim në listë"" për ta shtuar në shumën totale ushqyese. Nëse është e nevojshme gjatë peshimit, përdorni butonin TARE/MODE në peshoren e peshimit për import. Peshorja gjatë gjithë periudhës së peshimit në modalitetin ""Lista"" tregon vazhdimisht peshën totale të përbërësve dhe llogarit peshën e përbërësve individualë ushqyes (për shembull, sa gram karbohidrate përmbajnë ushqimet e peshuara).<br>
Aplikacioni Sencor FOOD është i lidhur me aplikacionin Tabela e kalorive. Në fund të peshimit, ju mund të futni ushqimin tuaj në menunë tuaj në Tabelat e kalorive me një klikim dhe kështu të mbani një pasqyrë afatgjatë të marrjes së ushqimit tuaj (Disa funksione të avancuara të aplikacionit Tabelat e kalorive mund të jenë subjekt i një tarife) .</p>

<p>Karakteristikat:</p>

<ul>
	<li>Furnizimi me energji elektrike: 2 x 1.5 V bateri AAA</li>
	<li>Kapaciteti peshues deri në 5 kg / 11 lb (rezolucion 1 g / 0,1 oz)</li>
	<li>Mënyra e ndezjes: me presion ose ngarkesë në sipërfaqen e peshimit</li>
	<li>Mbyllje automatike kur është në punë</li>
	<li>Ekran i madh rrethor i qartë me lartësinë e shifrave të shfaqura 2 cm</li>
	<li>3 mënyra: Mënyra e peshimit / mënyra e matjes së vëllimit të qumështit / mënyra e matjes së vëllimit të ujit.</li>
	<li>Aftësia për të kaluar midis njësive metrike (gram dhe mililitra) dhe njësive perandorake (lb:oz / fl'oz)</li>
	<li>Funksioni i zgjuar TARE për importimin e ushqimeve</li>
	<li>Vendosni një enë bosh në peshore. Ekrani do të tregojë peshën e tij dhe simbolin ""O"". Shtypni butonin TARE/MODE për të rivendosur vlerën në zero. Simboli ""O"" do të mbetet i ndezur.</li>
	<li>Vendoseni ushqimin e parë në enë. Pesha e tij do të shfaqet në ekran. Duke shtypur butonin TARE/MODE, vlera rivendoset në zero dhe simboli ""T"" ndizet. Pesha e ushqimit të parë është ruajtur në memorie dhe peshoja është gati për peshimin e radhës.</li>
	<li>Vendoseni ushqimin e dytë në enë. Pesha e tij do të shfaqet në ekran. Shtypni butonin TARE/MODE për të shfaqur shumën e peshës së ushqimit të parë dhe të dytë. Shtypni përsëri TARE/MODE për të ruajtur totalin dhe rivendosur</li>
</ul>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,5,deny,manual,24.7,31,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1900099.jpg?v=1709127814,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
perzierse-lamart-wood-lt3992-e-hirte,"Përzierse Lamart WOOD LT3992, e hirtë","<p>Reziston në temperaturat deri 210°C dhe e  sigurt për larje në pjatalarëse.</p>

<p>Ngjyra: kafe, hiri<br>
Gjatësia: 29 cm</p>

<p style=""margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; box-sizing: border-box;""></p>

<p></p>

<p style=""margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; box-sizing: border-box;""></p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,6,deny,manual,4.5,6,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/2180184.jpg?v=1709127810,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
perparese-kuzhine-lamart-lt0012-vjollce,"Përparëse kuzhine Lamart LT0012, vjollcë","<p>Përparëse kuzhine e bërë nga 100% pambuk. Temperatura e rekomanduar e larjes është 40 °C.</p>

<p>Specifikat:</p>

<p>Përmasat: 60 × 80 cm<br>
Materiali: Pambuk</p>

<p><span style=""color: rgb(0, 0, 0); font-family: Montserrat;""></span></p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,7,deny,manual,6,7.1,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1573016.jpg?v=1709127805,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
pastruese-xhamash-sencor-scw-3001yl-370-280-120-mm,"Pastruese xhamash Sencor SCW 3001YL, 370×280×120 mm","<p>Kjo pastruese nuk lë njolla ose mbetje dhe ju kursen kohë dhe përpjekje. Ka një depozitë uji transparente me kapacitet prej: 200 ml për dukje të lehtë. Lecka e pastrimit është e shkëlqyeshme për larjen e dritareve dhe sipërfaqeve të qelqit pasi që është e bërë nga materiali i veçantë i projektuar për larjen e sipërfaqeve të lëmuara. Ka një spërkatës praktik  dhe detergjent me pastrues të integruar pastrimi 2-në-1 që e bënë pastrimin më të lehtë dhe më të shpejtë. Falë spërkatësit inteligjent, dora juaj nuk do të vihet në kontakt me ujin. Punon në të gjitha këndet për të siguruar progres të pandërprerë të punës.<br>
Ka treguesin e ngarkimit të baterisë dhe një dorezë ergonomike për përdorim të rehatshëm, e përshtatshme për drejtuesit e djathtë dhe të majtë. Ka nivel të ulët të zhurmës dhe funksionon deri në 20 minuta pa ndërprerje.<br>
Pastron:<br>
Të gjitha sipërfaqet e lëmuara<br>
– Dritaret<br>
– Pasqyra<br>
– Dyert e dushit<br>
– Pllaka muri<br>
– Mobilje qelqi</p>

<p>Specifikat:<br>
Përmasat (L × W × H): 370 × 280 × 120 mm<br>
Koha e karikimit të baterisë: 4 orë<br>
Koha e funksionimit të baterisë: 20 min<br>
Gjerësia e punës e grykës thithëse: 280 mm<br>
Kapaciteti i rezervuarit të ujit të ndotur: 100 ml<br>
Kapaciteti i kontejnerit të rezervuarit të spërkatjes: 200 ml<br>
Pesha përfshirë bateria: 770 g<br>
Frekuenca: 50/60 Hz<br>
Tensioni: 100-240 V</p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,8,deny,manual,47.9,89,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/0752491.jpg?v=1709127800,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
pasqyre-kozmetike-me-ndricim-sencor-smm-3090ss,Pasqyrë kozmetike me ndriçim Sencor SMM 3090SS,"<p style=""margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif;""><span style=""color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">Pasqyrë kozmetike e projektuar për higjienën personale të grave, burrave dhe adoleshentëve.</span><br style=""box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif; margin: 0px; padding: 0px;"">
<span style=""color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">Njëra anë ofron një pamje normale, ana tjetër me një zmadhim 5x lejon kujdes të përsosur për çdo detaj.</span><br style=""box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif; margin: 0px; padding: 0px;"">
<span style=""color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">Ndriçim i pasmë LED.</span><br style=""box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif; margin: 0px; padding: 0px;"">
<span style=""color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">Funksionim ekonomik (maksimumi i konsumit 5 W).</span><br style=""box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif; margin: 0px; padding: 0px;"">
<span style=""color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">Ndezja dhe fikja e dritës së prapme duke përdorur një çelës që lejon funksionimin edhe me dorë të lagur.</span><br style=""box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif; margin: 0px; padding: 0px;"">
<span style=""color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">Mundësia e animit në boshtin horizontal.</span><br style=""box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif; margin: 0px; padding: 0px;"">
<span style=""color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">Dizajn tërësisht inox.</span><br style=""box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif; margin: 0px; padding: 0px;"">
<span style=""color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">Fuqia e rrjetit</span></p>

<p style=""margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">- Diametri 18 cm<br style=""margin: 0px; padding: 0px; box-sizing: border-box;"">
- Dizajn i dyanshëm<br style=""margin: 0px; padding: 0px; box-sizing: border-box;"">
- <strong style=""margin: 0px; padding: 0px; box-sizing: border-box;"">2 vite garancion</strong></p>

<p style=""margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif;""></p>

<p style=""margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif;""><br style=""margin: 0px; padding: 0px; box-sizing: border-box;"">
Dimensionet : 22 x 12 x 36 cm<br style=""margin: 0px; padding: 0px; box-sizing: border-box;"">
Pesha: 0.8 kg</p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,1,deny,manual,36.9,76,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1820085.jpg?v=1709127795,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
paisje-gatimi-lamart-lt7031-fondue-10-pjese,"Paisje gatimi Lamart LT7031 FONDUE, 10 pjesë","<p>Paisja e gatimit Lamart fondue nga çeliku inox është e shkëlqyeshme për përgatitjen dhe servirjen me stil te ushqimit ne tavolinat tuaja. Seti përfshinë tenxheren e gatimit prej çeliku inox 6 pirunj.<br>
Mirëmbajtje dhe pastrim i lehtë.</p>

<ul>
	<li>Madhësia: 16 cm</li>
	<li>Materiali: Çelik inox</li>
	<li>Ngjyra: Çeliku inox</li>
</ul>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,1,deny,manual,28.9,38,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1585024.jpg?v=1709127790,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
paisje-gatimi-lamart-lt7007-fondue-23-pjese,"Paisje gatimi Lamart LT7007 FONDUE, 23 pjesë","<p>Paisje gatimi Lamart fondue nga çeliku/ smalti është e shkëlqyeshme për përgatitjen dhe servirjen me stil te ushqimit ne tavolinat tuaja. Seti përfshin: një enë prej çeliku inox/ smalt, 6 enë qeramike, 6 lugë dhe pirunë me ngjyra, mbajtëse kapaku dhe piruni, mbajtëse rrotulluese dhe djegëse.<br>
Mirëmbajtje dhe pastrim i lehtë.</p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,4,deny,manual,52.9,80,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1585070.jpg?v=1709127786,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
ngrohes-uji-intelegjent-sencor-swk-1590ss-1-5l,"Ngrohës uji intelegjent Sencor SWK 1590SS, 1,5L","<p>Kapaciteti i këtij ngrohësi është 1.5L. Ka dizajn elegant prej çeliku inox dhe është e bërë nga qelqi borosilikat me cilësi të lartë rezistente ndaj nxehtësisë. <br>
Posedon sitë çaji çeliku inox, kapak të palosshëm prej çeliku inox i patentuar, kontroll elektronik të temperaturës. <br>
Po ashtu ka sistem të trefishtë të sigurisë:<br>
Mbrojtje nga mbinxehja kur ndizet pa ujë<br>
Fikje automatike pas heqjes nga baza<br>
Fikje automatike pasi të keni arritur pikën e vlimit</p>

<p>Specifikat:<br>
Konsumi i energjisë: 1,500 W<br>
Tensioni dhe frekuenca: 220–240 V, 50/60 Hz</p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,2,deny,manual,65.5,98,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1929950.jpg?v=1709127782,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
mulli-elektrik-per-kafe-sencor-scg-3550ss-i-argjendte,"Mulli elektrik për kafe Sencor SCG 3550SS, i argjendtë","<p style=""box-sizing: border-box; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">Mulli elektrik i kokrrave të kafesë</p>

<p style=""box-sizing: border-box; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; color: rgb(67, 67, 67); font-family: poppins, sans-serif;""></p>

<p style=""box-sizing: border-box; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">I përshtatshëm për bluarjen e kokrrave të kafesë, arrave, barishteve dhe erëzave. Enë deri në 60 gram kokrra kafeje të përshtatshme për të përgatitur deri në 12 filxhanë kafeje. Edhe bluarja e kafesë bëhet e veçantë falë një thikë grirëse nga çeliku inox. Rregullimi i imtësisë së kafesë së bluar në varësi të koha e bluarjes. Buton elegant i kromit për funksionim të lehtë. Këmbë kundër rrëshqitjes për bluarje të lehtë dhe të qëndrueshme dhe ruajtja e kabllit elektrik brenda bazës me një mbështjellje rrotulluese. Dizajn kompakt ideal për përdorim në tavolinën e punës dhe kyç sigurie kundër ndezjes së mulli kafeje pa kapak.</p>

<p style=""box-sizing: border-box; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; color: rgb(67, 67, 67); font-family: poppins, sans-serif;""></p>

<p style=""margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif;"">- Kapaciteti i rezervuarit 60 g<br style=""margin: 0px; padding: 0px; box-sizing: border-box;"">
- Rregullim i imtësisë së bluarjes<br style=""margin: 0px; padding: 0px; box-sizing: border-box;"">
- Konsumi i energjisë 200 W<br style=""margin: 0px; padding: 0px; box-sizing: border-box;"">
- Zhurma: 80 dB<br style=""margin: 0px; padding: 0px; box-sizing: border-box;"">
- Përmasat 10 × 13.5 × 21.6 cm<br style=""margin: 0px; padding: 0px; box-sizing: border-box;"">
- <strong style=""margin: 0px; padding: 0px; box-sizing: border-box;"">2 Vite Garancion.</strong></p>

<p style=""margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif;""></p>

<p style=""margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif;""></p>

<p style=""margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif;""></p>

<p style=""margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding: 0px; box-sizing: border-box; color: rgb(67, 67, 67); font-family: poppins, sans-serif;""></p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,5,deny,manual,35.9,73,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1833629.jpg?v=1709127766,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
mulli-elektrik-per-kafe-sencor-scg-2051bk-i-zi,"Mulli elektrik për kafe Sencor SCG 2051BK, i zi","<p>Mulli elektrik kafeje Sensor SCG 2051BK.<br>
Kjo pajisje unike dhe moderne e kuzhinës jo vetëm që e mundëson bluarjen e kokrrave të kafesë por gjithashtu mund të bluani në të edhe arrat, barishtet, farat e lulekuqes dhe erëza të tjera. <br>
Mulliri elektrik i kafesë SENCOR SCG 2051BK ka ngjyrë të zezë dhe bluan në mënyrë perfekte falë tehut të tijj të mprehtë të bërë nga çeliku inox. <br>
Rregullimi i imtësisë së kafesë së bluar bëhet në varësi nga koha e bluarjes.<br>
Kapaku mbanë deri në 60g kokrra kafeje, e cila është e mjaftueshme për të përgatitur lehtë dhe shpejt 12 filxhanë kafe. </p>

<p><span style=""font-weight: bolder;"">Funksionimi i pajisjes është i thjeshtë: S</span>htypni butonin e madh për të filluar bluarjen me një fuqi maksimale prej 150 W. Përveç kësaj, mulliri i kuq ka këmbë kundër rrëshqitjes e cila siguron qëndrueshmëri gjatë bluarjes në banakun tuaj të kuzhinës. Posedon gjithashtu një mekanizëm sigurie që parandalon ndezjen e tij kur nuk mbyllet dhe kordoni i energjisë mund të ruhet në bazën e pajisjes.<br>
E vogël, por e fuqishme dhe praktike.</p>

<p>Konsumi i energjisë: 150 W<br>
Përmasat: 17.6 cm x 11.6 cm x 11.6 cm<br>
Garancioni: 2 vite<br>
Zhurma: 85 dB<br>
Gjatësia e kabllit të energjisë: 95 cm<br>
Dimensionet (gjerësia × thellësia × lartësia): 116 × 116 × 176 mm<br>
Pesha: 770 g<br>
Tensioni dhe frekuenca: 220-240 V, 50/60 Hz</p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,2,deny,manual,18.9,26.5,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1526424_06ece750-a14a-4724-ad08-5bb280499b3b.jpg?v=1709127762,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
mulli-elektrik-per-kafe-sencor-scg-2015bk,Mulli elektrik për kafe Sencor SCG 2015BK,"<p>Mulli elektrik i kokrrave të kafesë<br>
I përshtatshëm për bluarjen e kokrrave të kafesë, arrave, barishteve, lulëkuqeve dhe erëza. Enë deri në 50 gram kokrra kafeje të përshtatshme për të përgatitur deri në 10 filxhanë kafeje. Edhe bluarja e kafesë bëhet e veçantë falë një thikë grirëse nga çeliku inox. Rregullimi i imtësisë së kafesë së bluar në varësi të koha e bluarjes. Buton i madh sigurie për funksionim të lehtë.<br>
<br>
Kapaciteti i rezervuarit: 50 g<br>
Konsumi i energjisë: 150 W<br>
Përmasat: 18.2 cm x 10.4 cm x 10.4 cm<br>
Garancioni: 2 vite<br>
Këmbë kundër rrëshqitjes për bluarje të lehtë dhe të qëndrueshme<br>
Ruajtja e kabllos elektrike në bazë<br>
Fuqia e hyrjes: 150 W<br>
Zhurma: 83 dB<br>
Gjatësia e kabllit të energjisë: 90 cm<br>
Dimensionet (gjerësia × thellësia × lartësia): 104 x 104 x 182 mm<br>
Tensioni dhe frekuenca: 220-240 V, 50/60 Hz</p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,2,deny,manual,18.9,26.5,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1526424.jpg?v=1709127759,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
mulli-elektrik-per-kafe-sencor-scg-1050wh,Mulli elektrik për kafe Sencor SCG 1050WH,"<p>Mulli elektrik i kokrrave të kafesë</p>

<p><br>
I përshtatshëm për bluarjen e kokrrave të kafesë, arrave, barishteve, lulëkuqeve dhe erëza. Enë deri në 50 gram kokrra kafeje të përshtatshme për të përgatitur deri në 10 filxhanë kafeje. Edhe bluarja e kafesë bëhet e veçantë falë një thikë grirëse nga çeliku inox. Rregullimi i imtësisë së kafesë së bluar në varësi të koha e bluarjes. Buton i madh sigurie për funksionim të lehtë. Këmbë kundër rrëshqitjes për bluarje të lehtë dhe të qëndrueshme.<br>
<br>
Kapaciteti i rezervuarit 50 g<br>
Konsumi i energjisë 150 W<br>
Ruajtja e kabllos elektrike në bazë<br>
Fuqia e hyrjes: 150 W<br>
Zhurma: 83 dB<br>
Gjatësia e kabllit të energjisë: 90 cm<br>
Dimensionet (gjerësia × thellësia × lartësia): 104 x 104 x 182 mm<br>
Tensioni dhe frekuenca: 220-240 V, 50/60 Hz</p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,1,deny,manual,14.15,18,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1517455.jpg?v=1709127755,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
