search_name,name,description,Vendor,category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,image,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Kosovo,Price / Kosovo,Compare At Price / Kosovo,Included / Albania,Price / Albania,Compare At Price / Albania,Included / International,Price / International,Compare At Price / International,Included / North Macedonia,Price / North Macedonia,Compare At Price / North Macedonia,Status
thekese-buke-sencor-sts-6055rs-roze,"Thekëse buke Sencor STS 6055RS, rozë","<p><span style=""color: rgb(0, 0, 0); font-family: Montserrat;""></span></p>

<p><span style=""color: rgb(0, 0, 0);"">Thekëse Buke Sencor STS 6055RS,</span><br>
<span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);""></span></span><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);""></span></span></p>

<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);"">Kjo thekëse buke është përfekte per pjekjen e bukës. Ka 2 vende për pjekje dhe ka një d</span><span style=""color: rgb(0, 0, 0);"">izajn metalik të avancuar. </span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Thekësja e Bukës Sencor posedon një kohëmatës elektronik me 9 nivele temperature dhe gjithashtu m</span><span style=""color: rgb(0, 0, 0);"">byllje dhe dalje automatike te fetës së bukës pas përfundimit të thekjes/ pjekjes.</span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Eshtë shumë e lehtë për t’u pastruar dhe sirtari i thërrimeve mund të hiqet lehtësisht dhe të pastrohet. </span><span style=""color: rgb(0, 0, 0);"">Këmbëzat që nuk rrëshqasin na ofrojnë më shumë siguri gjatë përdorimit. </span><span style=""color: rgb(0, 0, 0);"">Gjitashtu ky thekës posedon një hapësirë për ruajtjen e kabllit të energjisë.</span></span></p>

<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);""></span><span style=""color: rgb(0, 0, 0);"">Thekëse Buke Sencor STS 6055RS ka tre funksione në një:<br style=""box-sizing: border-box; font-family: Montserrat;"">
– ngrohja (me dritë treguese)<br style=""box-sizing: border-box; font-family: Montserrat;"">
– anulimi i menjëhershëm i funksionimit para mbarimit të kohës së caktuar<br style=""box-sizing: border-box; font-family: Montserrat;"">
– shkrirja e produkteve të bukës së ngrirë (me dritë treguese)</span></span></p>

<p><span style=""color: rgb(0, 0, 0);""></span>Specifikat:</p>

<p></p>

<ul>
	<li><span style=""color: rgb(0, 0, 0);"">Gjatësia e kabllit të energjisë: 100 cm</span></li>
	<li><span style=""color: rgb(0, 0, 0);"">Marrësi i energjisë: 1.000W</span></li>
	<li><span style=""color: rgb(0, 0, 0);"">Dimensionet (gjatësia x thellësi x lartësi): 278 x 170 x 190 mm</span></li>
	<li><span style=""color: rgb(0, 0, 0);"">Pesha: 1.3 kg</span></li>
	<li>
<span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);"">Tensioni dhe frekuenca: 220 - 240V, 50/ 60Hz</span></span><span style=""color: rgb(0, 0, 0);""></span><span style=""color: rgb(0, 0, 0);""></span>
</li>
	<li>2 Vite Garancion</li>
</ul>

<p><span style=""color: rgb(0, 0, 0); font-family: Montserrat;""></span></p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,3,deny,manual,31.95,47.5,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1527551.jpg?v=1709128468,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
thekese-buke-sencor-sts-6054rd-e-kuqe,"Thekëse buke Sencor STS 6054RD, e kuqe","<p style=""box-sizing: border-box; margin: 0px; padding: 0px; border: 0px; outline: 0px; font-variant: inherit; font-stretch: inherit; line-height: inherit; vertical-align: baseline; font-family: inherit; font-style: inherit; font-weight: inherit;""><span style=""color: rgb(0, 0, 0); font-family: Montserrat;""></span></p>

<p><span style=""color: rgb(0, 0, 0);"">Thekëse Buke Sencor STS 6054RD,</span></p>

<p><span style=""color: rgb(0, 0, 0);""></span><br>
<span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);"">Kjo thekëse buke është përfekte per pjekjen e bukës. Ka 2 vende për pjekje dhe ka një d</span><span style=""color: rgb(0, 0, 0);"">izajn metalik të avancuar. </span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Thekësja e Bukës Sencor posedon një kohëmatës elektronik me 9 nivele temperature dhe gjithashtu m</span><span style=""color: rgb(0, 0, 0);"">byllje dhe dalje automatike te fetës së bukës pas përfundimit të thekjes/ pjekjes.</span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Eshtë shumë e lehtë për t’u pastruar dhe sirtari i thërrimeve mund të hiqet lehtësisht dhe të pastrohet. </span><span style=""color: rgb(0, 0, 0);"">Këmbëzat që nuk rrëshqasin na ofrojnë më shumë siguri gjatë përdorimit. </span><span style=""color: rgb(0, 0, 0);"">Gjitashtu ky thekës posedon një hapësirë për ruajtjen e kabllit të energjisë.</span></span></p>

<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);""></span><span style=""color: rgb(0, 0, 0);"">Thekësja e Bukes Sencor STS 6054RD ka tre funksione në një:<br style=""box-sizing: border-box; font-family: Montserrat;"">
– ngrohja (me dritë treguese)<br style=""box-sizing: border-box; font-family: Montserrat;"">
– anulimi i menjëhershëm i funksionimit para mbarimit të kohës së caktuar<br style=""box-sizing: border-box; font-family: Montserrat;"">
– shkrirja e produkteve të bukës së ngrirë (me dritë treguese)</span></span></p>

<p><span style=""color: rgb(0, 0, 0);""></span>Specifikat:<span style=""color: rgb(0, 0, 0);""></span></p>

<ul>
	<li>Gjatësia e kabllit të energjisë: 100 cm</li>
	<li>Marrësi i energjisë: 1.000W</li>
	<li>Dimensionet (gjatësia x thellësi x lartësi): 278 x 170 x 190 mm</li>
	<li>Tensioni dhe frekuenca: 220 - 240V, 50/ 60Hz</li>
	<li>2 Vite Garancion</li>
</ul>

<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);""></span></span><span style=""color: rgb(0, 0, 0);""></span><span style=""color: rgb(0, 0, 0);""></span></p>

<p style=""box-sizing: border-box; margin: 0px; padding: 0px; border: 0px; outline: 0px; font-variant: inherit; font-stretch: inherit; line-height: inherit; vertical-align: baseline; font-family: inherit; font-style: inherit; font-weight: inherit;""><span style=""color: rgb(0, 0, 0); font-family: Montserrat;""></span></p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,4,deny,manual,31.95,47.5,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1527537.png?v=1709128464,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
thekese-buke-sencor-sts-6053vt-vjollce,"Thekëse buke Sencor STS 6053VT, vjollcë","<p><span style=""color: rgb(0, 0, 0);"">Thekëse Buke Sencor STS 6053VT</span><br>
<span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);""></span></span></p>

<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);"">Kjo thekëse buke është përfekte per pjekjen e bukës. Ka 2 vende për pjekje dhe ka një d</span><span style=""color: rgb(0, 0, 0);"">izajn metalik të avancuar. </span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Thekësja e Bukës Sencor posedon një kohëmatës elektronik me 9 nivele temperature dhe gjithashtu m</span><span style=""color: rgb(0, 0, 0);"">byllje dhe dalje automatike te fetës së bukës pas përfundimit të thekjes/ pjekjes.</span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Eshtë shumë e lehtë për t’u pastruar dhe sirtari i thërrimeve mund të hiqet lehtësisht dhe të pastrohet. </span><span style=""color: rgb(0, 0, 0);"">Këmbëzat që nuk rrëshqasin na ofrojnë më shumë siguri gjatë përdorimit. </span><span style=""color: rgb(0, 0, 0);"">Gjitashtu ky thekës posedon një hapësirë për ruajtjen e kabllit të energjisë.</span></span></p>

<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);""></span><span style=""color: rgb(0, 0, 0);"">Thekësja e Bukës Sencor STS 6053VT ka tre funksione në një:<br style=""box-sizing: border-box; font-family: Montserrat;"">
– ngrohja (me dritë treguese)<br style=""box-sizing: border-box; font-family: Montserrat;"">
– anulimi i menjëhershëm i funksionimit para mbarimit të kohës së caktuar<br style=""box-sizing: border-box; font-family: Montserrat;"">
– shkrirja e produkteve të bukës së ngrirë (me dritë treguese)</span></span><span style=""color: rgb(0, 0, 0);""></span></p>

<p><span style=""color: rgb(0, 0, 0);"">Specifikat:</span><span style=""color: rgb(0, 0, 0);""></span></p>

<ul>
	<li>Gjatësia e kabllit të energjisë: 100 cm</li>
	<li>Marrësi i energjisë: 1.000W</li>
	<li>Dimensionet (gjatësia x thellësi x lartësi): 278 x 170 x 190 mm</li>
	<li>Tensioni dhe frekuenca: 220 - 240V, 50/ 60Hz</li>
	<li>2 Vite Garancion<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color: rgb(0, 0, 0);""></span></span><span style=""color: rgb(0, 0, 0);""></span><span style=""color: rgb(0, 0, 0);""></span>
</li>
</ul>

<p><span style=""font-family:arial,helvetica,sans-serif;""><span style=""color: rgb(0, 0, 0);""></span></span></p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,2,deny,manual,31.95,47.5,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1527568.jpg?v=1709128459,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
thekese-buke-sencor-sts-6051gr-mint,"Thekëse buke Sencor STS 6051GR, mint","<p><span style=""color: rgb(0, 0, 0); font-family: Montserrat;""></span></p>

<p>Thekëse Buke Sencor STS 6051GR,</p>

<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);"">Kjo thekëse buke është përfekte per pjekjen e bukës. Ka 2 vende për pjekje dhe ka një d</span><span style=""color: rgb(0, 0, 0);"">izajn metalik të avancuar. </span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Thekësja e Bukës Sencor posedon një kohëmatës elektronik me 9 nivele temperature dhe gjithashtu m</span><span style=""color: rgb(0, 0, 0);"">byllje dhe dalje automatike te fetës së bukës pas përfundimit të thekjes/ pjekjes.</span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Eshtë shumë e lehtë për t’u pastruar dhe sirtari i thërrimeve mund të hiqet lehtësisht dhe të pastrohet. </span><span style=""color: rgb(0, 0, 0);"">Këmbëzat që nuk rrëshqasin na ofrojnë më shumë siguri gjatë përdorimit. </span><span style=""color: rgb(0, 0, 0);"">Gjitashtu ky thekës posedon një hapësirë për ruajtjen e kabllit të energjisë.</span></span></p>

<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);""></span><span style=""color: rgb(0, 0, 0);"">Thekëse Buke Sencor STS 6051GR, ka tre funksione në një:<br style=""box-sizing: border-box; font-family: Montserrat;"">
– ngrohja (me dritë treguese)<br style=""box-sizing: border-box; font-family: Montserrat;"">
– anulimi i menjëhershëm i funksionimit para mbarimit të kohës së caktuar<br style=""box-sizing: border-box; font-family: Montserrat;"">
– shkrirja e produkteve të bukës së ngrirë (me dritë treguese)</span></span></p>

<p>Specifikat:<span style=""color: rgb(0, 0, 0);""></span></p>

<ul>
	<li>Gjatësia e kabllit të energjisë: 100 cm</li>
	<li>Marrësi i energjisë: 1.000W</li>
	<li>Dimensionet (gjatësia x thellësi x lartësi): 278 x 170 x 190 mm</li>
	<li>Pesha: 1.3 kg</li>
	<li>Tensioni dhe frekuenca: 220 - 240V, 50/ 60Hz</li>
	<li>2 Vite Garancion</li>
</ul>

<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);""></span></span><span style=""color: rgb(0, 0, 0);""></span><span style=""color: rgb(0, 0, 0);""></span></p>

<p><span style=""color: rgb(0, 0, 0); font-family: Montserrat;""></span></p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,2,deny,manual,31.95,47.5,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1527531.png?v=1709128454,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
thekese-buke-sencor-sts-6050gg-e-gjelber,"Thekëse buke Sencor STS 6050GG, e gjelbër","<p><span style=""color: rgb(0, 0, 0); font-family: Montserrat;""></span></p>

<p><span style=""color: rgb(0, 0, 0);"">Thekëse Buke Sencor STS 6050GG</span></p>

<p><span style=""color: rgb(0, 0, 0);""></span></p>

<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);"">Kjo thekëse buke është përfekte per pjekjen e bukës. Ka 2 vende për pjekje dhe ka një d</span><span style=""color: rgb(0, 0, 0);"">izajn metalik të avancuar. </span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Thekësja e Bukës Sencor posedon një kohëmatës elektronik me 9 nivele temperature dhe gjithashtu m</span><span style=""color: rgb(0, 0, 0);"">byllje dhe dalje automatike te fetës së bukës pas përfundimit të thekjes/ pjekjes.</span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Eshtë shumë e lehtë për t’u pastruar dhe sirtari i thërrimeve mund të hiqet lehtësisht dhe të pastrohet. </span><span style=""color: rgb(0, 0, 0);"">Këmbëzat që nuk rrëshqasin na ofrojnë më shumë siguri gjatë përdorimit. </span><span style=""color: rgb(0, 0, 0);"">Gjitashtu ky thekës posedon një hapësirë për ruajtjen e kabllit të energjisë.</span></span></p>

<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);""></span><span style=""color: rgb(0, 0, 0);"">Thekësja Bukes Sencor STS 6050GG ka tre funksione në një:<br style=""box-sizing: border-box; font-family: Montserrat;"">
– ngrohja (me dritë treguese)<br style=""box-sizing: border-box; font-family: Montserrat;"">
– anulimi i menjëhershëm i funksionimit para mbarimit të kohës së caktuar<br style=""box-sizing: border-box; font-family: Montserrat;"">
– shkrirja e produkteve të bukës së ngrirë (me dritë treguese)</span></span></p>

<p><span style=""color: rgb(0, 0, 0);""><br>
Specifikat:</span></p>

<ul>
	<li><span style=""color: rgb(0, 0, 0);"">Gjatësia e kabllit të energjisë: 100 cm</span></li>
	<li><span style=""color: rgb(0, 0, 0);"">Marrësi i energjisë: 1.000W</span></li>
	<li><span style=""color: rgb(0, 0, 0);"">Dimensionet (gjatësia x thellësi x lartësi): 278 x 170 x 190 mm</span></li>
	<li><span style=""color: rgb(0, 0, 0);"">Pesha: 1.3 kg</span></li>
	<li><span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);"">Tensioni dhe frekuenca: 220 - 240V, 50/ 60Hz</span></span></li>
	<li>
<span style=""font-family: arial, helvetica, sans-serif;""><span style=""color: rgb(0, 0, 0);"">2 Vite Garancion</span></span><span style=""color: rgb(0, 0, 0);""></span><span style=""color: rgb(0, 0, 0);""></span>
</li>
</ul>

<p><span style=""color: rgb(0, 0, 0); font-family: Montserrat;""></span></p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,3,deny,manual,31.95,47.5,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1527525.jpg?v=1709128450,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
thekese-buke-sencor-sts-2652rd-e-kuqe,"Thekëse buke Sencor STS 2652RD, e kuqe","<p><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Thekëse buke Sencor, e kuqe</span></span></p>

<p><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><span style=""color: rgb(0, 0, 0);"">Kjo thek<span style=""font-family: arial, helvetica, sans-serif;"">ë</span>se buke ka 2 vende për të bërë dy pjesë të bukës në të njëjtën kohë. Ka nj<span style=""font-family: arial, helvetica, sans-serif;"">ë</span> d</span><span style=""color: rgb(0, 0, 0);"">izajn nga çeliku inox dhe <span style=""font-family: arial, helvetica, sans-serif;"">ë</span>sht<span style=""font-family: arial, helvetica, sans-serif;"">ë</span> i</span><span style=""color: rgb(0, 0, 0);""> përshtatshëm për përgatitjen e tosteve të trasha dhe të holla. Po ashtu ka f</span><span style=""color: rgb(0, 0, 0);"">unksion automatik për ngrohjen e njëtrajtshme të buk<span style=""font-family: arial, helvetica, sans-serif;"">ë</span>ve dhe gjithashtu nj<span style=""font-family: arial, helvetica, sans-serif;"">ë</span> k</span><span style=""color: rgb(0, 0, 0);"">ohëmatës elektronik me 7 nivele t<span style=""font-family: arial, helvetica, sans-serif;"">ë</span> intensitetit së pjekjes.</span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<font color=""#000000"">Specifikiat:</font></span></span><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""></span></span></p>

<ul>
	<li>
<span style=""color: rgb(0, 0, 0); font-family: arial, helvetica, sans-serif;"">2 vende për të thekur dy feta buke</span><br>
	<span style=""color: rgb(0, 0, 0); font-family: arial, helvetica, sans-serif;""></span>
</li>
	<li>​<span style=""color: rgb(0, 0, 0); font-family: arial, helvetica, sans-serif;"">Hyrja e energjisë : 850 W</span>
</li>
	<li><span style=""color: rgb(0, 0, 0); font-family: arial, helvetica, sans-serif;"">7 nivele të skuqjes</span></li>
	<li><span style=""color: rgb(0, 0, 0); font-family: arial, helvetica, sans-serif;"">Përmasat (gjatësia x gjerësia x lartësia): 29 x 16.7 x 18.3 c</span></li>
	<li>2 Vite Garancion</li>
</ul>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,11,deny,manual,29,38,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1527483.jpg?v=1709128445,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
thekese-buke-sencor-sts-2607bk-e-zeze,"Thekëse buke Sencor STS 2607BK, e zezë","<p>Thekëse buke me 2 vrima për të pjekur dy fetë bukë me gjatësi 135 mm. Ka tre funksione në një, ngrohje dhe rinxehje të përsëritur, ndërprerje të menjëhershme të funksionimit para përfundimit të kohës së caktuar dhe shkrirje të bukës së ngrirë. Thekësja e bukës ka kohëmatës elektronik dhe 7 nivele të vendosjes së intensitetit të pjekjes. Ka nxjerrje dhe fikje automatike pas pjekjes apo shkrirjes së bukës. Thekësja e bukës ka funksionin automatik të qendrës për ngrohjen e njëtrajtshme të bukeve të trasha dhe të holla. Ka funksionin High Lift për heqjen e lehtë të copave më të vogla të bukës. Heqja e lehtë e thërrimeve bëhet me tabak me tërheqje. Ka këmbë kundër rrëshqitjes dhe hapësirë ruajtëse për kabllo. Gjatësia e kabllos së furnizimit me energji elektrike është 85 cm. Konsumi i energjisë është 750 W. Ka dimensionet 259 x 154 x 177 mm. Ka tension dhe frekuencë 220-240 V, 50/60 Hz.</p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,8,deny,manual,19.9,30,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1929845.jpg?v=1709128442,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
tharese-sencor-shs-0910gd-1000-w-e-bardhe,"Tharëse Sencor SHS 0910GD 1000 W, e bardhë","<p>Kjo tharëse Sencor është shumë e përshtatshme për përdorim të përditshëm. Ka rrotullim automatik majtas dhe djathtas dhe po ashtu është keratin Care+. Ka dy nivele të shpejtsisë dhe të temperaturës. Po ashtu përdor fuqi 1000W dhe ka brushë 38 mm dhe XL 50 mm. </p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,5,deny,manual,25.9,53,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1697304.jpg?v=1709128431,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
tharese-per-floke-shd-7200gd-e-bardhe,"Tharëse për flokë SHD 7200GD, e bardhë","<p><span style=""font-family:arial,helvetica,sans-serif;""><span style=""color: rgb(0, 0, 0);"">Kjo Tharëse flokësh ka dy Funksione,  Cool Shot për fiksim të përsosur të flokëve dhe f</span><span style=""color: rgb(0, 0, 0);"">unksionin jonik i cili g</span><span style=""color: rgb(0, 0, 0);"">aranton flokë më të mëndafshtë dhe më të shëndritshëm pa përdredhje, </span><span style=""color: rgb(0, 0, 0);"">lejon tharje më të shpejtë, r</span><span style=""color: rgb(0, 0, 0);"">edukton elektricitetin statik (krehja e lehtë e flokëve) dhe  p</span><span style=""color: rgb(0, 0, 0);"">arandalon dëmtimin e flokëve. Tharësja Sencor posedon nje d</span><span style=""color: rgb(0, 0, 0);"">orezë në formë ergonomike e përshtatshme për funksionimin ne anën e majtë dhe të djathtë dhe nj<span style=""color: rgb(0, 0, 0);"">ë</span> g</span><span style=""color: rgb(0, 0, 0);"">rilë të pasme të lëvizshme për pastrim më të lehtë.  </span><span style=""color: rgb(0, 0, 0);"">Spiralja ngrohëse me onde garanton një temperaturë konstante duke parandaluar dëmtimin e flokëve.</span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Ka siguresa termike të cilat mbrojnë motorin nga mbinxehja.</span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);""></span></span></p>

<p><span style=""font-family:arial,helvetica,sans-serif;""><span style=""color: rgb(0, 0, 0);"">Aksesorët: Shtojcë konike</span></span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0); font-family: Montserrat;""><span style=""font-family:arial,helvetica,sans-serif;"">Gjatësia e kordonit të rrymës: 1.8 m<br>
Motor DC me jetë të gjatë<br>
Konsumi i energjisë: 2000 W<br>
3 cilësime të temperaturës<br>
2 cilësimet e shpejtësisë sigurojnë rrjedhën e përsosur të ajri</span></span></p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,4,deny,manual,17.9,41,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1530575.jpg?v=1709128428,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
tharese-per-floke-shd-7100bk-e-zeze,"Tharëse për flokë SHD 7100BK, e zezë","<p><span style=""font-family:arial,helvetica,sans-serif;""><span style=""color: rgb(0, 0, 0);"">Kjo Tharëse flokësh ka dy Funksione,  Cool Shot për fiksim të përsosur të flokëve dhe f</span><span style=""color: rgb(0, 0, 0);"">unksionin jonik i cili g</span><span style=""color: rgb(0, 0, 0);"">aranton flokë më të mëndafshtë dhe më të shëndritshëm pa përdredhje, </span><span style=""color: rgb(0, 0, 0);"">lejon tharje më të shpejtë, r</span><span style=""color: rgb(0, 0, 0);"">edukton elektricitetin statik (krehja e lehtë e flokëve) dhe  p</span><span style=""color: rgb(0, 0, 0);"">arandalon dëmtimin e flokëve. Tharësja Sencor posedon nje d</span><span style=""color: rgb(0, 0, 0);"">orezë në formë ergonomike e përshtatshme për funksionimin ne anën e majtë dhe të djathtë dhe një g</span><span style=""color: rgb(0, 0, 0);"">rilë të pasme të lëvizshme për pastrim më të lehtë.  </span><span style=""color: rgb(0, 0, 0);"">Spiralja ngrohëse me onde garanton një temperaturë konstante duke parandaluar dëmtimin e flokëve.</span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);"">Ka siguresa termike të cilat mbrojnë motorin nga mbinxehja.</span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0);""></span></span></p>

<p><span style=""font-family:arial,helvetica,sans-serif;""><span style=""color: rgb(0, 0, 0);"">Aksesorët: Shtojcë konike</span></span><br style=""box-sizing: border-box; color: rgb(0, 0, 0); font-family: Montserrat;"">
<span style=""color: rgb(0, 0, 0); font-family: Montserrat;""><span style=""font-family:arial,helvetica,sans-serif;"">Gjatësia e kordonit të rrymës: 1.8 m<br>
Motor DC me jetë të gjatë<br>
Konsumi i energjisë: 2000 W<br>
3 cilësime të temperaturës</span><br>
2 cilësimet e shpejtësisë sigurojnë rrjedhën e përsosur të ajrit</span></p>
",Prende,Home & Garden > Household Appliance Accessories,,,TRUE,Title,Default Title,,,,,8.59067E+12,0,shopify,5,deny,manual,19.5,26.5,TRUE,TRUE,8.59067E+12,https://cdn.shopify.com/s/files/1/0729/5493/7627/products/1530579.jpg?v=1709128426,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
